Value, Category, Count,  Acreage,county_fips,year
26, Dbl Crop WinWht/Soybeans,774,172.1,01005,2016
27, Rye,4659,1036.1,01005,2016
28, Oats,6711,1492.5,01005,2016
29, Millet,704,156.6,01005,2016
37, Other Hay/Non Alfalfa,119446,26564.2,01005,2016
44, Other Crops,3,0.7,01005,2016
48, Watermelons,119,26.5,01005,2016
57, Herbs,1,0.2,01005,2016
58, Clover/Wildflowers,79,17.6,01005,2016
59, Sod/Grass Seed,2690,598.2,01005,2016
61, Fallow/Idle Cropland,88906,19772.2,01005,2016
74, Pecans,967,215.1,01005,2016
111, Open Water,65486,14563.7,01005,2016
121, Developed/Open Space,90465,20118.9,01005,2016
122, Developed/Low Intensity,16679,3709.3,01005,2016
123, Developed/Medium Intensity,5252,1168.0,01005,2016
124, Developed/High Intensity,1491,331.6,01005,2016
131, Barren,177,39.4,01005,2016
141, Deciduous Forest,597222,132819.0,01005,2016
142, Evergreen Forest,896723,199426.4,01005,2016
143, Mixed Forest,100582,22368.9,01005,2016
152, Shrubland,444791,98919.1,01005,2016
176, Grass/Pasture,38279,8513.0,01005,2016
190, Woody Wetlands,73993,16455.6,01005,2016
195, Herbaceous Wetlands,787,175.0,01005,2016
205, Triticale,4,0.9,01005,2016
216, Peppers,1,0.2,01005,2016
222, Squash,11,2.4,01005,2016
225, Dbl Crop WinWht/Corn,78,17.3,01005,2016
226, Dbl Crop Oats/Corn,14,3.1,01005,2016
238, Dbl Crop WinWht/Cotton,218,48.5,01005,2016
240, Dbl Crop Soybeans/Oats,280,62.3,01005,2016
242, Blueberries,18,4.0,01005,2016
1, Corn,907,201.7,01007,2016
2, Cotton,935,207.9,01007,2016
4, Sorghum,2,0.4,01007,2016
5, Soybeans,1821,405.0,01007,2016
10, Peanuts,102,22.7,01007,2016
24, Winter Wheat,11,2.4,01007,2016
26, Dbl Crop WinWht/Soybeans,72,16.0,01007,2016
27, Rye,3,0.7,01007,2016
28, Oats,1,0.2,01007,2016
29, Millet,10,2.2,01007,2016
37, Other Hay/Non Alfalfa,20789,4623.4,01007,2016
44, Other Crops,1,0.2,01007,2016
46, Sweet Potatoes,2,0.4,01007,2016
58, Clover/Wildflowers,1,0.2,01007,2016
59, Sod/Grass Seed,41,9.1,01007,2016
61, Fallow/Idle Cropland,3095,688.3,01007,2016
74, Pecans,8,1.8,01007,2016
92, Aquaculture,1,0.2,01007,2016
111, Open Water,11911,2648.9,01007,2016
121, Developed/Open Space,66980,14896.0,01007,2016
122, Developed/Low Intensity,7176,1595.9,01007,2016
123, Developed/Medium Intensity,2916,648.5,01007,2016
124, Developed/High Intensity,604,134.3,01007,2016
131, Barren,4408,980.3,01007,2016
141, Deciduous Forest,555994,123650.1,01007,2016
142, Evergreen Forest,633409,140866.8,01007,2016
143, Mixed Forest,139979,31130.6,01007,2016
152, Shrubland,240794,53551.3,01007,2016
176, Grass/Pasture,67222,14949.8,01007,2016
190, Woody Wetlands,41444,9216.9,01007,2016
195, Herbaceous Wetlands,1078,239.7,01007,2016
209, Cantaloupes,8,1.8,01007,2016
219, Greens,1,0.2,01007,2016
222, Squash,3,0.7,01007,2016
225, Dbl Crop WinWht/Corn,348,77.4,01007,2016
229, Pumpkins,1,0.2,01007,2016
242, Blueberries,1,0.2,01007,2016
1, Corn,9511,2115.2,01009,2016
2, Cotton,8751,1946.2,01009,2016
4, Sorghum,51,11.3,01009,2016
5, Soybeans,19563,4350.7,01009,2016
10, Peanuts,1285,285.8,01009,2016
21, Barley,1,0.2,01009,2016
24, Winter Wheat,84,18.7,01009,2016
26, Dbl Crop WinWht/Soybeans,1356,301.6,01009,2016
27, Rye,1,0.2,01009,2016
28, Oats,3,0.7,01009,2016
29, Millet,31,6.9,01009,2016
37, Other Hay/Non Alfalfa,65800,14633.6,01009,2016
44, Other Crops,15,3.3,01009,2016
46, Sweet Potatoes,59,13.1,01009,2016
53, Peas,4,0.9,01009,2016
58, Clover/Wildflowers,4,0.9,01009,2016
59, Sod/Grass Seed,169,37.6,01009,2016
61, Fallow/Idle Cropland,3127,695.4,01009,2016
67, Peaches,39,8.7,01009,2016
74, Pecans,39,8.7,01009,2016
111, Open Water,20206,4493.7,01009,2016
121, Developed/Open Space,89697,19948.1,01009,2016
122, Developed/Low Intensity,22687,5045.5,01009,2016
123, Developed/Medium Intensity,6517,1449.3,01009,2016
124, Developed/High Intensity,1502,334.0,01009,2016
131, Barren,6060,1347.7,01009,2016
141, Deciduous Forest,805476,179133.6,01009,2016
142, Evergreen Forest,197071,43827.5,01009,2016
143, Mixed Forest,44788,9960.6,01009,2016
152, Shrubland,131749,29300.3,01009,2016
176, Grass/Pasture,434114,96544.6,01009,2016
190, Woody Wetlands,2455,546.0,01009,2016
195, Herbaceous Wetlands,77,17.1,01009,2016
225, Dbl Crop WinWht/Corn,8,1.8,01009,2016
229, Pumpkins,2,0.4,01009,2016
240, Dbl Crop Soybeans/Oats,15,3.3,01009,2016
1, Corn,8661,1926.2,01011,2016
2, Cotton,11689,2599.6,01011,2016
4, Sorghum,25,5.6,01011,2016
5, Soybeans,4950,1100.9,01011,2016
10, Peanuts,2388,531.1,01011,2016
12, Sweet Corn,6,1.3,01011,2016
24, Winter Wheat,344,76.5,01011,2016
26, Dbl Crop WinWht/Soybeans,209,46.5,01011,2016
27, Rye,36,8.0,01011,2016
28, Oats,1146,254.9,01011,2016
29, Millet,49,10.9,01011,2016
37, Other Hay/Non Alfalfa,37200,8273.1,01011,2016
44, Other Crops,782,173.9,01011,2016
48, Watermelons,102,22.7,01011,2016
57, Herbs,64,14.2,01011,2016
58, Clover/Wildflowers,2,0.4,01011,2016
59, Sod/Grass Seed,8237,1831.9,01011,2016
61, Fallow/Idle Cropland,28540,6347.1,01011,2016
68, Apples,204,45.4,01011,2016
74, Pecans,205,45.6,01011,2016
92, Aquaculture,158,35.1,01011,2016
111, Open Water,20864,4640.0,01011,2016
121, Developed/Open Space,60179,13383.5,01011,2016
122, Developed/Low Intensity,6878,1529.6,01011,2016
123, Developed/Medium Intensity,1235,274.7,01011,2016
124, Developed/High Intensity,339,75.4,01011,2016
131, Barren,443,98.5,01011,2016
141, Deciduous Forest,389205,86557.1,01011,2016
142, Evergreen Forest,531763,118261.2,01011,2016
143, Mixed Forest,131030,29140.4,01011,2016
152, Shrubland,313594,69741.6,01011,2016
176, Grass/Pasture,135897,30222.8,01011,2016
190, Woody Wetlands,102493,22793.9,01011,2016
195, Herbaceous Wetlands,2835,630.5,01011,2016
225, Dbl Crop WinWht/Corn,6,1.3,01011,2016
226, Dbl Crop Oats/Corn,20,4.4,01011,2016
238, Dbl Crop WinWht/Cotton,12,2.7,01011,2016
240, Dbl Crop Soybeans/Oats,3,0.7,01011,2016
242, Blueberries,6,1.3,01011,2016
1, Corn,8582,1908.6,01013,2016
2, Cotton,8744,1944.6,01013,2016
4, Sorghum,36,8.0,01013,2016
5, Soybeans,817,181.7,01013,2016
10, Peanuts,2851,634.0,01013,2016
24, Winter Wheat,1019,226.6,01013,2016
26, Dbl Crop WinWht/Soybeans,997,221.7,01013,2016
27, Rye,30,6.7,01013,2016
28, Oats,82,18.2,01013,2016
29, Millet,334,74.3,01013,2016
37, Other Hay/Non Alfalfa,59280,13183.6,01013,2016
47, Misc Vegs & Fruits,1,0.2,01013,2016
48, Watermelons,18,4.0,01013,2016
58, Clover/Wildflowers,4,0.9,01013,2016
59, Sod/Grass Seed,598,133.0,01013,2016
61, Fallow/Idle Cropland,5646,1255.6,01013,2016
74, Pecans,205,45.6,01013,2016
111, Open Water,8589,1910.1,01013,2016
121, Developed/Open Space,89862,19984.8,01013,2016
122, Developed/Low Intensity,10765,2394.1,01013,2016
123, Developed/Medium Intensity,3347,744.4,01013,2016
124, Developed/High Intensity,879,195.5,01013,2016
131, Barren,346,76.9,01013,2016
141, Deciduous Forest,682743,151838.4,01013,2016
142, Evergreen Forest,876640,194960.0,01013,2016
143, Mixed Forest,46431,10326.0,01013,2016
152, Shrubland,265665,59082.5,01013,2016
176, Grass/Pasture,85661,19050.5,01013,2016
190, Woody Wetlands,77864,17316.5,01013,2016
195, Herbaceous Wetlands,396,88.1,01013,2016
240, Dbl Crop Soybeans/Oats,1,0.2,01013,2016
1, Corn,6236,1386.9,01015,2016
2, Cotton,13597,3023.9,01015,2016
4, Sorghum,23,5.1,01015,2016
5, Soybeans,18344,4079.6,01015,2016
24, Winter Wheat,203,45.1,01015,2016
26, Dbl Crop WinWht/Soybeans,5320,1183.1,01015,2016
27, Rye,4,0.9,01015,2016
28, Oats,1,0.2,01015,2016
29, Millet,16,3.6,01015,2016
37, Other Hay/Non Alfalfa,39262,8731.7,01015,2016
44, Other Crops,1,0.2,01015,2016
59, Sod/Grass Seed,21,4.7,01015,2016
61, Fallow/Idle Cropland,1485,330.3,01015,2016
70, Christmas Trees,16,3.6,01015,2016
74, Pecans,3,0.7,01015,2016
111, Open Water,15739,3500.3,01015,2016
121, Developed/Open Space,172964,38466.3,01015,2016
122, Developed/Low Intensity,63610,14146.5,01015,2016
123, Developed/Medium Intensity,21761,4839.5,01015,2016
124, Developed/High Intensity,8070,1794.7,01015,2016
131, Barren,4171,927.6,01015,2016
141, Deciduous Forest,720800,160302.1,01015,2016
142, Evergreen Forest,343184,76322.3,01015,2016
143, Mixed Forest,38510,8564.4,01015,2016
152, Shrubland,83741,18623.6,01015,2016
176, Grass/Pasture,203523,45262.4,01015,2016
190, Woody Wetlands,1485,330.3,01015,2016
195, Herbaceous Wetlands,17,3.8,01015,2016
229, Pumpkins,2,0.4,01015,2016
236, Dbl Crop WinWht/Sorghum,2,0.4,01015,2016
240, Dbl Crop Soybeans/Oats,48,10.7,01015,2016
1, Corn,3249,722.6,01017,2016
2, Cotton,1999,444.6,01017,2016
4, Sorghum,1,0.2,01017,2016
5, Soybeans,172,38.3,01017,2016
10, Peanuts,5,1.1,01017,2016
24, Winter Wheat,226,50.3,01017,2016
26, Dbl Crop WinWht/Soybeans,38,8.5,01017,2016
27, Rye,23,5.1,01017,2016
28, Oats,2,0.4,01017,2016
29, Millet,1,0.2,01017,2016
37, Other Hay/Non Alfalfa,49487,11005.6,01017,2016
48, Watermelons,4,0.9,01017,2016
59, Sod/Grass Seed,20,4.4,01017,2016
61, Fallow/Idle Cropland,386,85.8,01017,2016
111, Open Water,23656,5261.0,01017,2016
121, Developed/Open Space,76749,17068.6,01017,2016
122, Developed/Low Intensity,21981,4888.5,01017,2016
123, Developed/Medium Intensity,4282,952.3,01017,2016
124, Developed/High Intensity,1528,339.8,01017,2016
131, Barren,1283,285.3,01017,2016
141, Deciduous Forest,587336,130620.4,01017,2016
142, Evergreen Forest,590495,131322.9,01017,2016
143, Mixed Forest,1087,241.7,01017,2016
152, Shrubland,172927,38458.0,01017,2016
176, Grass/Pasture,182757,40644.2,01017,2016
190, Woody Wetlands,15689,3489.1,01017,2016
195, Herbaceous Wetlands,47,10.5,01017,2016
225, Dbl Crop WinWht/Corn,2,0.4,01017,2016
240, Dbl Crop Soybeans/Oats,6,1.3,01017,2016
242, Blueberries,1,0.2,01017,2016
1, Corn,19272,4286.0,01019,2016
2, Cotton,73556,16358.5,01019,2016
4, Sorghum,774,172.1,01019,2016
5, Soybeans,76698,17057.2,01019,2016
10, Peanuts,2,0.4,01019,2016
24, Winter Wheat,105,23.4,01019,2016
26, Dbl Crop WinWht/Soybeans,7651,1701.5,01019,2016
27, Rye,23,5.1,01019,2016
28, Oats,97,21.6,01019,2016
29, Millet,45,10.0,01019,2016
37, Other Hay/Non Alfalfa,16487,3666.6,01019,2016
48, Watermelons,5,1.1,01019,2016
53, Peas,1,0.2,01019,2016
59, Sod/Grass Seed,918,204.2,01019,2016
61, Fallow/Idle Cropland,4218,938.1,01019,2016
68, Apples,2,0.4,01019,2016
70, Christmas Trees,6,1.3,01019,2016
111, Open Water,135298,30089.6,01019,2016
121, Developed/Open Space,70069,15583.0,01019,2016
122, Developed/Low Intensity,18617,4140.3,01019,2016
123, Developed/Medium Intensity,4691,1043.3,01019,2016
124, Developed/High Intensity,1289,286.7,01019,2016
131, Barren,1818,404.3,01019,2016
141, Deciduous Forest,519629,115562.7,01019,2016
142, Evergreen Forest,357782,79568.8,01019,2016
143, Mixed Forest,110572,24590.6,01019,2016
152, Shrubland,100580,22368.5,01019,2016
176, Grass/Pasture,196643,43732.4,01019,2016
190, Woody Wetlands,8721,1939.5,01019,2016
195, Herbaceous Wetlands,243,54.0,01019,2016
222, Squash,1,0.2,01019,2016
225, Dbl Crop WinWht/Corn,2,0.4,01019,2016
240, Dbl Crop Soybeans/Oats,974,216.6,01019,2016
1, Corn,5143,1143.8,01021,2016
2, Cotton,5544,1233.0,01021,2016
4, Sorghum,51,11.3,01021,2016
5, Soybeans,5211,1158.9,01021,2016
10, Peanuts,38,8.5,01021,2016
24, Winter Wheat,99,22.0,01021,2016
26, Dbl Crop WinWht/Soybeans,135,30.0,01021,2016
27, Rye,8,1.8,01021,2016
28, Oats,12,2.7,01021,2016
29, Millet,16,3.6,01021,2016
37, Other Hay/Non Alfalfa,40997,9117.5,01021,2016
44, Other Crops,1,0.2,01021,2016
46, Sweet Potatoes,103,22.9,01021,2016
47, Misc Vegs & Fruits,33,7.3,01021,2016
48, Watermelons,416,92.5,01021,2016
53, Peas,66,14.7,01021,2016
59, Sod/Grass Seed,168,37.4,01021,2016
61, Fallow/Idle Cropland,1315,292.4,01021,2016
67, Peaches,42,9.3,01021,2016
68, Apples,1,0.2,01021,2016
74, Pecans,181,40.3,01021,2016
111, Open Water,26555,5905.7,01021,2016
121, Developed/Open Space,87424,19442.6,01021,2016
122, Developed/Low Intensity,21040,4679.2,01021,2016
123, Developed/Medium Intensity,6785,1508.9,01021,2016
124, Developed/High Intensity,1717,381.9,01021,2016
131, Barren,4747,1055.7,01021,2016
141, Deciduous Forest,712210,158391.7,01021,2016
142, Evergreen Forest,479214,106574.6,01021,2016
143, Mixed Forest,87089,19368.1,01021,2016
152, Shrubland,285113,63407.6,01021,2016
176, Grass/Pasture,238843,53117.4,01021,2016
190, Woody Wetlands,5980,1329.9,01021,2016
195, Herbaceous Wetlands,97,21.6,01021,2016
209, Cantaloupes,56,12.5,01021,2016
219, Greens,14,3.1,01021,2016
222, Squash,57,12.7,01021,2016
225, Dbl Crop WinWht/Corn,72,16.0,01021,2016
226, Dbl Crop Oats/Corn,1,0.2,01021,2016
229, Pumpkins,17,3.8,01021,2016
1, Corn,492,109.4,01023,2016
2, Cotton,593,131.9,01023,2016
4, Sorghum,3,0.7,01023,2016
5, Soybeans,647,143.9,01023,2016
10, Peanuts,20,4.4,01023,2016
26, Dbl Crop WinWht/Soybeans,2,0.4,01023,2016
28, Oats,1,0.2,01023,2016
29, Millet,7,1.6,01023,2016
37, Other Hay/Non Alfalfa,3680,818.4,01023,2016
48, Watermelons,2,0.4,01023,2016
58, Clover/Wildflowers,3,0.7,01023,2016
61, Fallow/Idle Cropland,9187,2043.1,01023,2016
74, Pecans,19,4.2,01023,2016
92, Aquaculture,4,0.9,01023,2016
111, Open Water,26481,5889.2,01023,2016
121, Developed/Open Space,78687,17499.6,01023,2016
122, Developed/Low Intensity,4471,994.3,01023,2016
123, Developed/Medium Intensity,1985,441.5,01023,2016
124, Developed/High Intensity,639,142.1,01023,2016
131, Barren,894,198.8,01023,2016
141, Deciduous Forest,452514,100636.7,01023,2016
142, Evergreen Forest,927303,206227.2,01023,2016
143, Mixed Forest,344080,76521.6,01023,2016
152, Shrubland,391987,87175.8,01023,2016
176, Grass/Pasture,118069,26257.9,01023,2016
190, Woody Wetlands,287852,64016.7,01023,2016
195, Herbaceous Wetlands,549,122.1,01023,2016
242, Blueberries,30,6.7,01023,2016
1, Corn,1331,296.0,01025,2016
2, Cotton,2600,578.2,01025,2016
4, Sorghum,10,2.2,01025,2016
5, Soybeans,1281,284.9,01025,2016
10, Peanuts,956,212.6,01025,2016
12, Sweet Corn,2,0.4,01025,2016
24, Winter Wheat,24,5.3,01025,2016
26, Dbl Crop WinWht/Soybeans,2,0.4,01025,2016
28, Oats,207,46.0,01025,2016
29, Millet,96,21.3,01025,2016
37, Other Hay/Non Alfalfa,10439,2321.6,01025,2016
59, Sod/Grass Seed,93,20.7,01025,2016
61, Fallow/Idle Cropland,4659,1036.1,01025,2016
74, Pecans,65,14.5,01025,2016
92, Aquaculture,7,1.6,01025,2016
111, Open Water,44724,9946.4,01025,2016
121, Developed/Open Space,94929,21111.7,01025,2016
122, Developed/Low Intensity,8581,1908.4,01025,2016
123, Developed/Medium Intensity,4494,999.4,01025,2016
124, Developed/High Intensity,1561,347.2,01025,2016
131, Barren,3555,790.6,01025,2016
141, Deciduous Forest,364679,81102.7,01025,2016
142, Evergreen Forest,1331516,296122.0,01025,2016
143, Mixed Forest,474712,105573.4,01025,2016
152, Shrubland,520667,115793.6,01025,2016
176, Grass/Pasture,157764,35085.9,01025,2016
190, Woody Wetlands,568990,126540.3,01025,2016
195, Herbaceous Wetlands,6203,1379.5,01025,2016
225, Dbl Crop WinWht/Corn,1,0.2,01025,2016
1, Corn,876,194.8,01027,2016
2, Cotton,140,31.1,01027,2016
4, Sorghum,10,2.2,01027,2016
5, Soybeans,1729,384.5,01027,2016
21, Barley,1,0.2,01027,2016
24, Winter Wheat,1,0.2,01027,2016
26, Dbl Crop WinWht/Soybeans,66,14.7,01027,2016
27, Rye,115,25.6,01027,2016
29, Millet,7,1.6,01027,2016
37, Other Hay/Non Alfalfa,20282,4510.6,01027,2016
48, Watermelons,2,0.4,01027,2016
61, Fallow/Idle Cropland,781,173.7,01027,2016
74, Pecans,4,0.9,01027,2016
111, Open Water,6341,1410.2,01027,2016
121, Developed/Open Space,58400,12987.8,01027,2016
122, Developed/Low Intensity,2406,535.1,01027,2016
123, Developed/Medium Intensity,1187,264.0,01027,2016
124, Developed/High Intensity,366,81.4,01027,2016
131, Barren,1526,339.4,01027,2016
141, Deciduous Forest,896232,199317.2,01027,2016
142, Evergreen Forest,497290,110594.6,01027,2016
143, Mixed Forest,2920,649.4,01027,2016
152, Shrubland,104774,23301.2,01027,2016
176, Grass/Pasture,147895,32891.1,01027,2016
190, Woody Wetlands,568,126.3,01027,2016
195, Herbaceous Wetlands,23,5.1,01027,2016
229, Pumpkins,3,0.7,01027,2016
240, Dbl Crop Soybeans/Oats,1,0.2,01027,2016
1, Corn,3893,865.8,01029,2016
2, Cotton,37,8.2,01029,2016
5, Soybeans,877,195.0,01029,2016
10, Peanuts,1,0.2,01029,2016
24, Winter Wheat,5,1.1,01029,2016
26, Dbl Crop WinWht/Soybeans,22,4.9,01029,2016
27, Rye,55,12.2,01029,2016
28, Oats,2,0.4,01029,2016
37, Other Hay/Non Alfalfa,17532,3899.0,01029,2016
44, Other Crops,1,0.2,01029,2016
59, Sod/Grass Seed,10,2.2,01029,2016
61, Fallow/Idle Cropland,398,88.5,01029,2016
68, Apples,5,1.1,01029,2016
111, Open Water,6350,1412.2,01029,2016
121, Developed/Open Space,57571,12803.5,01029,2016
122, Developed/Low Intensity,9002,2002.0,01029,2016
123, Developed/Medium Intensity,2033,452.1,01029,2016
124, Developed/High Intensity,366,81.4,01029,2016
131, Barren,835,185.7,01029,2016
141, Deciduous Forest,782742,174077.6,01029,2016
142, Evergreen Forest,499649,111119.3,01029,2016
143, Mixed Forest,5844,1299.7,01029,2016
152, Shrubland,94247,20960.0,01029,2016
176, Grass/Pasture,132258,29413.5,01029,2016
190, Woody Wetlands,622,138.3,01029,2016
195, Herbaceous Wetlands,31,6.9,01029,2016
225, Dbl Crop WinWht/Corn,1,0.2,01029,2016
1, Corn,42583,9470.2,01031,2016
2, Cotton,86570,19252.7,01031,2016
4, Sorghum,868,193.0,01031,2016
5, Soybeans,5490,1220.9,01031,2016
6, Sunflowers,1,0.2,01031,2016
10, Peanuts,52163,11600.8,01031,2016
12, Sweet Corn,753,167.5,01031,2016
24, Winter Wheat,532,118.3,01031,2016
26, Dbl Crop WinWht/Soybeans,34,7.6,01031,2016
27, Rye,579,128.8,01031,2016
28, Oats,2728,606.7,01031,2016
29, Millet,8459,1881.2,01031,2016
37, Other Hay/Non Alfalfa,140705,31292.0,01031,2016
44, Other Crops,6,1.3,01031,2016
46, Sweet Potatoes,1,0.2,01031,2016
48, Watermelons,4597,1022.3,01031,2016
50, Cucumbers,94,20.9,01031,2016
53, Peas,2,0.4,01031,2016
58, Clover/Wildflowers,18,4.0,01031,2016
59, Sod/Grass Seed,1389,308.9,01031,2016
61, Fallow/Idle Cropland,23525,5231.8,01031,2016
74, Pecans,459,102.1,01031,2016
92, Aquaculture,3,0.7,01031,2016
111, Open Water,17353,3859.2,01031,2016
121, Developed/Open Space,96253,21406.2,01031,2016
122, Developed/Low Intensity,21075,4687.0,01031,2016
123, Developed/Medium Intensity,6997,1556.1,01031,2016
124, Developed/High Intensity,2186,486.2,01031,2016
131, Barren,141,31.4,01031,2016
141, Deciduous Forest,195475,43472.6,01031,2016
142, Evergreen Forest,636972,141659.2,01031,2016
143, Mixed Forest,170369,37889.2,01031,2016
152, Shrubland,305778,68003.4,01031,2016
176, Grass/Pasture,75620,16817.5,01031,2016
190, Woody Wetlands,57226,12726.8,01031,2016
195, Herbaceous Wetlands,642,142.8,01031,2016
205, Triticale,8,1.8,01031,2016
222, Squash,16,3.6,01031,2016
225, Dbl Crop WinWht/Corn,1,0.2,01031,2016
226, Dbl Crop Oats/Corn,21,4.7,01031,2016
238, Dbl Crop WinWht/Cotton,1,0.2,01031,2016
240, Dbl Crop Soybeans/Oats,449,99.9,01031,2016
242, Blueberries,4,0.9,01031,2016
1, Corn,105580,23480.4,01033,2016
2, Cotton,20593,4579.8,01033,2016
4, Sorghum,83,18.5,01033,2016
5, Soybeans,40257,8952.9,01033,2016
10, Peanuts,54,12.0,01033,2016
24, Winter Wheat,60,13.3,01033,2016
26, Dbl Crop WinWht/Soybeans,68361,15203.1,01033,2016
28, Oats,1,0.2,01033,2016
29, Millet,2182,485.3,01033,2016
37, Other Hay/Non Alfalfa,9160,2037.1,01033,2016
48, Watermelons,1,0.2,01033,2016
58, Clover/Wildflowers,33,7.3,01033,2016
59, Sod/Grass Seed,182,40.5,01033,2016
61, Fallow/Idle Cropland,719,159.9,01033,2016
68, Apples,3,0.7,01033,2016
74, Pecans,3,0.7,01033,2016
111, Open Water,85991,19123.9,01033,2016
121, Developed/Open Space,88750,19737.5,01033,2016
122, Developed/Low Intensity,41123,9145.5,01033,2016
123, Developed/Medium Intensity,14571,3240.5,01033,2016
124, Developed/High Intensity,5538,1231.6,01033,2016
131, Barren,4640,1031.9,01033,2016
141, Deciduous Forest,712864,158537.1,01033,2016
142, Evergreen Forest,112549,25030.3,01033,2016
143, Mixed Forest,30192,6714.5,01033,2016
152, Shrubland,213830,47554.6,01033,2016
176, Grass/Pasture,210730,46865.2,01033,2016
190, Woody Wetlands,25744,5725.3,01033,2016
195, Herbaceous Wetlands,443,98.5,01033,2016
226, Dbl Crop Oats/Corn,3,0.7,01033,2016
1, Corn,6308,1402.9,01035,2016
2, Cotton,37828,8412.7,01035,2016
4, Sorghum,22,4.9,01035,2016
5, Soybeans,2475,550.4,01035,2016
10, Peanuts,3272,727.7,01035,2016
24, Winter Wheat,510,113.4,01035,2016
26, Dbl Crop WinWht/Soybeans,90,20.0,01035,2016
27, Rye,599,133.2,01035,2016
28, Oats,98,21.8,01035,2016
29, Millet,671,149.2,01035,2016
37, Other Hay/Non Alfalfa,60109,13367.9,01035,2016
46, Sweet Potatoes,1,0.2,01035,2016
47, Misc Vegs & Fruits,1,0.2,01035,2016
58, Clover/Wildflowers,578,128.5,01035,2016
59, Sod/Grass Seed,458,101.9,01035,2016
61, Fallow/Idle Cropland,3485,775.0,01035,2016
74, Pecans,1106,246.0,01035,2016
111, Open Water,8513,1893.2,01035,2016
